msoa11cd,age_total,age0to4pc,age5to14pc,age16to24pc,age25to44pc,age45to64pc,age75pluspc,nssec_total,1_higher_managerial,2_lower_managerial,3_intermediate_occupations,4_employers_small_org,5_lower_supervisory,6_semi_routine,7_routine,8_unemployed,avg_dwn_speed,avb_superfast,no_decent_bband,bband_speed_under2mbs,bband_speed_under10mbs,bband_speed_over30mbs
W02000025,6654,0.050796513,0.083408476,0.092876465,0.206792907,0.296513375,0.119777577,4511,0.071824429,0.199955664,0.106184881,0.187763245,0.082465085,0.188206606,0.116160497,0.047439592,32.5,0.86,0.089,0.027,0.19,0.43
W02000026,7514,0.038594623,0.066542454,0.071998935,0.167820069,0.30449827,0.156907107,5143,0.065331519,0.226521486,0.089247521,0.205716508,0.080497764,0.179272798,0.110635816,0.04277659,38.9,0.855,0.083,0.034,0.183,0.545
W02000027,8850,0.046327684,0.060338983,0.11039548,0.23740113,0.274124294,0.138983051,6120,0.070098039,0.196405229,0.095915033,0.143300654,0.092810458,0.200326797,0.140686275,0.060457516,42.9,0.986,0.002,0.005,0.1,0.597
W02000028,6968,0.052525832,0.09543628,0.100172216,0.203358209,0.263346728,0.127152698,4438,0.063542136,0.205723299,0.115592609,0.111987382,0.089905363,0.207300586,0.143983776,0.061964849,38.7,0.943,0,0.015,0.099,0.578
W02000029,6358,0.039005977,0.089808116,0.079742057,0.192513369,0.269581629,0.161686065,3995,0.113141427,0.280100125,0.140675845,0.132415519,0.07709637,0.158197747,0.071589487,0.026783479,32.3,0.898,0.092,0.016,0.403,0.497
W02000030,6118,0.036940177,0.06668846,0.078620464,0.17750899,0.254821837,0.210526316,3799,0.092392735,0.265069755,0.134772309,0.128981311,0.080021058,0.158725981,0.100552777,0.039484075,40.1,0.999,0,0.007,0.105,0.574
W02000031,8460,0.055555556,0.089007092,0.097044917,0.204846336,0.274704492,0.111229314,5653,0.043162922,0.164691314,0.121351495,0.137626039,0.093932425,0.209269414,0.1655758,0.064390589,36.7,0.979,0.009,0.018,0.218,0.665
W02000032,7815,0.047600768,0.07971849,0.080742163,0.190403071,0.278182981,0.157005758,5057,0.102234526,0.248961835,0.132291873,0.140201701,0.073759146,0.170456793,0.09472019,0.037373937,41.4,0.984,0,0.012,0.126,0.62
W02000033,6698,0.059570021,0.089877575,0.110480741,0.240967453,0.260824127,0.110630039,4385,0.073660205,0.201140251,0.111516534,0.109236032,0.085518814,0.208437856,0.127708096,0.082782212,43.6,0.998,0.001,0.002,0.034,0.603
W02000034,7830,0.054661558,0.093997446,0.104469987,0.216219668,0.284418902,0.106257982,5036,0.113185068,0.271644162,0.138800635,0.106433678,0.068308181,0.153891978,0.095710882,0.052025417,40.3,0.988,0.002,0.003,0.097,0.635
W02000035,8851,0.059541295,0.105185855,0.104282002,0.229917523,0.286408315,0.081572704,5902,0.073364961,0.230599797,0.127414436,0.11724839,0.082344968,0.18722467,0.128261606,0.053541172,41,0.975,0.005,0.025,0.14,0.644
W02000036,10577,0.045476033,0.073839463,0.079984873,0.185024109,0.271438026,0.161955186,6933,0.069522573,0.227318621,0.137602769,0.111063032,0.081061589,0.180585605,0.135006491,0.057839319,39.1,0.989,0.002,0.005,0.091,0.599
W02000037,6962,0.056162022,0.092071244,0.104280379,0.232117208,0.274202815,0.096811261,4651,0.067512363,0.212642442,0.118899161,0.116964094,0.096538379,0.193936788,0.142119974,0.051386799,39.7,0.977,0.011,0.023,0.205,0.619
W02000038,6072,0.042819499,0.084156785,0.093544137,0.209980237,0.30615942,0.104413702,4167,0.104631629,0.259899208,0.121190305,0.145188385,0.076553876,0.155267579,0.10775138,0.029517639,35.6,0.921,0.031,0.042,0.364,0.55
W02000039,7990,0.05494368,0.080851064,0.105757196,0.2281602,0.293617021,0.097246558,5465,0.087648673,0.250869167,0.117657823,0.111436414,0.081061299,0.178774016,0.117840805,0.054711802,41.4,0.966,0.002,0.003,0.088,0.609
W02000040,6881,0.049120767,0.086324662,0.090539166,0.214358378,0.325534079,0.089957855,4789,0.082063061,0.243683441,0.10544999,0.259553143,0.064940489,0.133639591,0.083942368,0.026727918,26,0.523,0.31,0.085,0.411,0.326
W02000041,8798,0.055012503,0.087860877,0.094680609,0.221186633,0.301659468,0.100477381,6030,0.074792703,0.22305141,0.089386401,0.205306799,0.088723051,0.165837479,0.120066335,0.032835821,31,0.743,0.166,0.055,0.282,0.422
W02000042,5716,0.05563331,0.080650805,0.089573128,0.207837649,0.263296011,0.125787264,3812,0.048530955,0.197534103,0.140083945,0.104407135,0.100472193,0.205928646,0.15320042,0.049842602,35.3,0.984,0,0.004,0.132,0.6
W02000043,5358,0.061963419,0.10339679,0.114968272,0.209593132,0.262597984,0.104889884,3391,0.074904158,0.223827779,0.132704217,0.106163374,0.089059275,0.180772633,0.135358301,0.057210262,36.5,0.981,0.001,0.002,0.042,0.557
W02000044,5197,0.045025977,0.076197806,0.086203579,0.188955166,0.291514335,0.13353858,3506,0.065031375,0.225328009,0.151454649,0.114945807,0.086993725,0.181118083,0.136622932,0.038505419,35.1,0.954,0,0.007,0.171,0.573
W02000045,8603,0.065674765,0.081134488,0.127862374,0.223759154,0.263512728,0.092409625,5827,0.043933413,0.149819804,0.101767633,0.107087695,0.086665523,0.221726446,0.178822722,0.110176763,41.1,0.989,0.001,0.005,0.103,0.616
W02000047,5383,0.088240758,0.125952071,0.141928293,0.251161063,0.22069478,0.051644065,3330,0.024024024,0.137837838,0.088888889,0.082882883,0.099399399,0.246546547,0.198498498,0.121921922,40.5,0.997,0.002,0.002,0.117,0.66
W02000049,6496,0.059267241,0.103602217,0.101754926,0.232142857,0.282019704,0.079125616,4327,0.09868269,0.239889069,0.1287266,0.147446268,0.079500809,0.155303906,0.106078114,0.044372544,34.3,0.906,0.051,0.016,0.205,0.513
W02000050,6402,0.056076226,0.08950328,0.107154014,0.243673852,0.263980006,0.089190878,4320,0.081481481,0.245833333,0.13587963,0.114583333,0.08912037,0.167592593,0.127083333,0.038425926,39.2,0.953,0.022,0.014,0.11,0.606
W02000051,5325,0.050704225,0.084694836,0.090140845,0.212957746,0.291455399,0.116056338,3584,0.108816964,0.258928571,0.122209821,0.123604911,0.079241071,0.139508929,0.113839286,0.053850446,39.3,0.777,0.058,0.003,0.088,0.553
W02000052,5287,0.067145829,0.091167013,0.134291659,0.250993002,0.268394174,0.068848118,3593,0.057612023,0.215140551,0.108822711,0.096298358,0.073197885,0.208739215,0.158085166,0.082104091,41.8,0.966,0.018,0.009,0.09,0.614
W02000053,6417,0.050802556,0.094436653,0.096306685,0.234377435,0.290166745,0.092099112,4368,0.100961538,0.287087912,0.131410256,0.140796703,0.076694139,0.144230769,0.096611722,0.02220696,32.3,0.8,0.118,0.017,0.221,0.46
W02000054,6033,0.044256589,0.087187137,0.096137908,0.188463451,0.337311454,0.094148848,4168,0.149472169,0.300383877,0.114443378,0.152591171,0.062380038,0.115642994,0.070297505,0.034788868,22.7,0.71,0.155,0.046,0.478,0.278
W02000055,5461,0.059879143,0.090276506,0.116095953,0.226332174,0.256180187,0.11682842,3489,0.092003439,0.262252794,0.1140728,0.120664947,0.07623961,0.178847807,0.124390943,0.031527658,35.1,0.944,0.002,0.002,0.094,0.443
W02000056,5227,0.049741726,0.093170078,0.098909508,0.220011479,0.31681653,0.077673618,3583,0.108010047,0.236673179,0.102428133,0.211275467,0.067541167,0.150153503,0.094892548,0.029025956,28.6,0.675,0.236,0.099,0.396,0.401
W02000057,6212,0.039278815,0.070508693,0.094333548,0.202189311,0.316162267,0.119607212,4334,0.086986617,0.23857868,0.101061375,0.171665898,0.095062298,0.162667282,0.106829719,0.037148131,33.8,0.741,0.166,0.039,0.259,0.453
W02000058,5173,0.047361299,0.080804176,0.097622269,0.200657259,0.312391262,0.091049681,3612,0.075027685,0.205980066,0.120431894,0.132336656,0.100221484,0.183277962,0.142303433,0.040420819,34.3,0.934,0.032,0.087,0.362,0.569
W02000059,6565,0.058187357,0.091241432,0.109977152,0.232444783,0.287738005,0.073876618,4533,0.088903596,0.221486874,0.122435473,0.102581072,0.102581072,0.169424222,0.141848665,0.050739025,32.8,0.899,0.065,0.035,0.212,0.519
W02000060,10652,0.076605332,0.098854675,0.111058956,0.255726624,0.261922644,0.065809238,7246,0.044438311,0.148495722,0.108335633,0.078388076,0.112199834,0.226883798,0.215567209,0.065691416,33.6,0.922,0.048,0.019,0.217,0.544
W02000061,6584,0.069714459,0.10100243,0.117557716,0.251974484,0.250759417,0.092041312,4341,0.03317208,0.136374107,0.09260539,0.052292099,0.131997236,0.256392536,0.227827689,0.069338862,36.1,0.992,0.001,0.002,0.078,0.492
W02000062,6369,0.058250903,0.100015701,0.111006437,0.263463652,0.280577799,0.063118229,4408,0.077132486,0.194192377,0.137250454,0.069646098,0.133393829,0.209618875,0.146551724,0.032214156,39.7,0.966,0.008,0.008,0.139,0.635
W02000063,8381,0.045817921,0.08030068,0.097243766,0.199976136,0.347333254,0.083044983,5974,0.130733177,0.263809843,0.123870104,0.145463676,0.088382993,0.126213592,0.096250418,0.025276197,27.3,0.782,0.141,0.057,0.365,0.385
W02000064,6104,0.078473132,0.098132372,0.124344692,0.272771953,0.245576671,0.057175623,4153,0.042138213,0.13749097,0.11485673,0.061160607,0.129544907,0.234770046,0.20635685,0.073681676,39.1,0.973,0.001,0.017,0.212,0.637
W02000065,7501,0.066124517,0.086655113,0.117584322,0.28662845,0.257965605,0.063591521,5225,0.066028708,0.183349282,0.146794258,0.07138756,0.13492823,0.219712919,0.141818182,0.035980861,40.1,0.966,0.005,0.007,0.18,0.69
W02000066,9659,0.078683093,0.092245574,0.129516513,0.276840253,0.241018739,0.07775132,6488,0.047934649,0.142879162,0.113131936,0.069667078,0.129161529,0.231812577,0.196208385,0.069204686,37.9,0.965,0.013,0.01,0.131,0.594
W02000067,6330,0.052764613,0.099684044,0.1,0.245023697,0.292259084,0.064139021,4422,0.109452736,0.252600633,0.157394844,0.080506558,0.111714156,0.160108548,0.106060606,0.022161918,37.6,0.944,0.004,0.021,0.18,0.68
W02000068,5605,0.057448707,0.086529884,0.133809099,0.268867083,0.252453167,0.071008029,3968,0.059979839,0.172883065,0.130796371,0.076108871,0.121975806,0.213457661,0.174647177,0.05015121,37.3,0.942,0.032,0.006,0.211,0.608
W02000069,6062,0.058891455,0.092048829,0.099142197,0.238370175,0.295612009,0.072583306,4190,0.123150358,0.276849642,0.144630072,0.097136038,0.10071599,0.138902148,0.093317422,0.025298329,40.5,0.921,0.019,0.008,0.137,0.647
W02000070,10560,0.060416667,0.104166667,0.092897727,0.254829545,0.282102273,0.073011364,7173,0.138296389,0.278683954,0.165342256,0.087689948,0.093684651,0.136623449,0.079325247,0.020354106,39,0.935,0.007,0.008,0.154,0.631
W02000071,7386,0.048063905,0.086108855,0.093826158,0.243975088,0.297590035,0.07825616,5257,0.094540613,0.246338216,0.170629637,0.082556591,0.118318433,0.158645615,0.101959292,0.027011604,41.4,0.984,0.001,0.012,0.181,0.708
W02000072,11106,0.068791644,0.092202413,0.117864218,0.290023411,0.255267423,0.061678372,7683,0.075361187,0.209293245,0.152284264,0.078875439,0.124430561,0.190810881,0.135624105,0.033320318,35,0.963,0.03,0.043,0.334,0.606
W02000073,10058,0.061443627,0.097236031,0.102406045,0.229170809,0.273016504,0.096937761,6623,0.099652725,0.242639287,0.134833157,0.082590971,0.095878001,0.170466556,0.13589008,0.038049222,42.1,0.982,0.002,0.003,0.061,0.622
W02000074,9336,0.067052271,0.085904027,0.110539846,0.270994002,0.24903599,0.079477292,6504,0.058118081,0.200338253,0.139145141,0.071494465,0.136838868,0.197878229,0.149446494,0.046740467,38.2,0.963,0.001,0.006,0.112,0.567
W02000075,5571,0.047567762,0.099264046,0.100161551,0.239633818,0.306228684,0.066056363,3944,0.135649087,0.272312373,0.157454361,0.102180527,0.100659229,0.134127789,0.076318458,0.021298174,42.8,0.933,0.018,0.02,0.174,0.733
W02000076,7430,0.049798116,0.086137281,0.097442799,0.209959623,0.320053836,0.085733513,5228,0.125286917,0.243687835,0.129303749,0.129495027,0.094108646,0.145179801,0.100038256,0.03289977,40.7,0.874,0.046,0.028,0.178,0.649
W02000077,6074,0.050707935,0.082811986,0.104214686,0.22818571,0.284985183,0.098617056,4157,0.112100072,0.228770748,0.128458023,0.125090209,0.109453933,0.155641087,0.111378398,0.029107529,33.1,0.889,0.071,0.026,0.173,0.468
W02000080,7918,0.075524122,0.101035615,0.096236423,0.283278606,0.262692599,0.057211417,5484,0.062545587,0.180525164,0.142961342,0.068380744,0.127097009,0.208789205,0.169037199,0.040663749,38.7,0.981,0.004,0.016,0.188,0.703
W02000081,5904,0.069952575,0.095020325,0.104844173,0.283197832,0.266260163,0.0625,4079,0.062515322,0.194655553,0.11914685,0.077469968,0.098308409,0.226035793,0.150772248,0.071095857,37.1,0.98,0.012,0.024,0.203,0.665
W02000082,7454,0.078749665,0.096994902,0.113764422,0.296485109,0.240810303,0.063053394,5083,0.055085579,0.181979146,0.12472949,0.080661027,0.104859335,0.212079481,0.181585678,0.059020264,33.5,0.98,0.016,0.006,0.17,0.543
W02000083,8683,0.074398249,0.09570425,0.106875504,0.296671657,0.241851895,0.064148336,5951,0.067551672,0.217946564,0.132582759,0.080490674,0.106704756,0.195933457,0.154595866,0.044194253,34.7,0.983,0.005,0.009,0.173,0.565
W02000084,5109,0.043061264,0.075748679,0.082599335,0.215502055,0.311215502,0.103347035,3611,0.099141512,0.25311548,0.176959291,0.072002215,0.103849349,0.175851565,0.095818333,0.023262254,73,0.997,0.001,0.013,0.193,0.733
W02000085,9162,0.048461035,0.076293386,0.132612967,0.240449683,0.263370443,0.101397075,6030,0.091542289,0.236981758,0.152902156,0.07960199,0.096517413,0.181757877,0.12238806,0.038308458,57,0.903,0.086,0.006,0.126,0.658
W02000086,5115,0.059628543,0.090322581,0.114956012,0.255327468,0.239882698,0.11202346,3329,0.065485131,0.197957345,0.12406128,0.067587864,0.104235506,0.212676479,0.170021027,0.057975368,66.3,0.99,0.003,0.001,0.086,0.683
W02000087,7401,0.104175111,0.126334279,0.142278071,0.254965545,0.211457911,0.054857452,4565,0.023001095,0.10230011,0.064403067,0.048849945,0.101423877,0.270974808,0.256078861,0.132968237,71.8,0.997,0.003,0.011,0.159,0.732
W02000088,8296,0.057015429,0.069551591,0.154050145,0.337632594,0.221311475,0.06472999,5564,0.09309849,0.220884256,0.124370956,0.064701653,0.089683681,0.208842559,0.148094896,0.050323508,35.6,0.941,0.015,0.016,0.147,0.558
W02000089,8372,0.074175824,0.083373149,0.129957,0.322264692,0.236502628,0.055900621,5861,0.046237843,0.153898652,0.106125235,0.05766934,0.111243815,0.249445487,0.205766934,0.069612694,46,0.986,0.001,0.009,0.196,0.684
W02000090,5861,0.061081727,0.105783996,0.096570551,0.247909913,0.292612182,0.063641017,3990,0.081954887,0.187969925,0.129072682,0.091478697,0.100250627,0.191729323,0.164411028,0.053132832,35.5,0.926,0.015,0.025,0.197,0.556
W02000091,6163,0.064903456,0.09070258,0.09670615,0.264481584,0.275839688,0.086646114,4180,0.065311005,0.211244019,0.142105263,0.0784689,0.121052632,0.198803828,0.146172249,0.036842105,39.4,0.952,0.007,0.022,0.122,0.655
W02000092,7046,0.083451604,0.094095941,0.109139938,0.268237298,0.248509793,0.079193869,4666,0.04672096,0.170810116,0.12151736,0.083797685,0.107586798,0.218174025,0.183026147,0.06836691,38.5,0.944,0.015,0.009,0.072,0.552
W02000093,6645,0.060346125,0.092400301,0.104589917,0.268021068,0.281414597,0.070278405,4601,0.104325147,0.233862204,0.123668768,0.111932189,0.102151706,0.163660074,0.118235166,0.042164747,36.8,0.885,0.075,0.033,0.154,0.561
W02000094,9110,0.075082327,0.098243688,0.118880351,0.254555434,0.248408342,0.075301866,6063,0.047336302,0.156028369,0.102424542,0.083457034,0.112320633,0.231733465,0.196437407,0.070262246,36.9,0.946,0.034,0.023,0.317,0.585
W02000095,6494,0.046196489,0.097166615,0.089313212,0.214813674,0.312134278,0.086387435,4465,0.121164614,0.260470325,0.122956327,0.186786114,0.064277716,0.128107503,0.086898096,0.029339306,40.3,0.804,0.081,0.025,0.222,0.566
W02000096,6647,0.059274861,0.091168948,0.097036257,0.23815255,0.290506996,0.088310516,4523,0.06345346,0.206942295,0.119168693,0.131992041,0.100375857,0.194561132,0.1359717,0.047534822,32.2,0.85,0.124,0.037,0.242,0.456
W02000097,9114,0.044327408,0.086789555,0.09644503,0.199253895,0.308426596,0.10906298,6289,0.0857052,0.228812212,0.095404675,0.253299412,0.070758467,0.142470981,0.094609636,0.028939418,26.5,0.56,0.311,0.094,0.395,0.334
W02000098,6299,0.048737895,0.099222099,0.081441499,0.21955866,0.297348786,0.09985712,4288,0.098647388,0.236940299,0.117770522,0.193796642,0.078125,0.154151119,0.097947761,0.022621269,29.6,0.778,0.118,0.08,0.377,0.414
W02000099,6664,0.056572629,0.089885954,0.108793517,0.236944778,0.262905162,0.115246098,4456,0.052064632,0.167639138,0.094030521,0.11535009,0.100763016,0.239901257,0.175942549,0.054308797,38.3,0.949,0.031,0.012,0.119,0.521
W02000100,6206,0.049145988,0.089590719,0.087173703,0.213986465,0.309055752,0.102320335,4269,0.083391895,0.231435933,0.100491918,0.209650972,0.085500117,0.157882408,0.103302881,0.028343874,27.9,0.778,0.147,0.065,0.334,0.34
W02000101,5485,0.049407475,0.096262534,0.093892434,0.197447584,0.299361896,0.099361896,3737,0.103559005,0.227455178,0.10944608,0.209526358,0.079475515,0.149585229,0.098207118,0.022745518,31.4,0.774,0.119,0.03,0.271,0.418
W02000102,6306,0.050745322,0.08943863,0.099270536,0.20250555,0.314620996,0.083571202,4407,0.082368958,0.211708645,0.109598366,0.243930111,0.078738371,0.150215566,0.100294985,0.023144997,31.8,0.728,0.191,0.078,0.342,0.43
W02000103,5720,0.045804196,0.09493007,0.084090909,0.200699301,0.311538462,0.098776224,3912,0.080265849,0.233128834,0.107361963,0.248466258,0.073619632,0.143149284,0.091002045,0.023006135,30.9,0.739,0.197,0.068,0.356,0.423
W02000104,6180,0.055501618,0.085760518,0.114724919,0.236245955,0.280744337,0.098381877,4269,0.084094636,0.208479738,0.130475521,0.120871398,0.079409698,0.189739986,0.152026236,0.034902788,39.3,0.963,0.017,0.008,0.169,0.564
W02000105,5177,0.088661387,0.12922542,0.119953641,0.261348271,0.226385938,0.054471702,3262,0.033108522,0.128142244,0.10177805,0.081545064,0.105150215,0.270999387,0.205395463,0.073881055,39.7,0.965,0.018,0.006,0.248,0.624
W02000106,6628,0.048581774,0.08026554,0.1004828,0.193874472,0.303711527,0.109233555,4574,0.078268474,0.209007433,0.099912549,0.231526017,0.077393966,0.169654569,0.106908614,0.027328378,27.7,0.767,0.168,0.062,0.328,0.32
W02000107,9945,0.039819005,0.083660131,0.089894419,0.185017597,0.311714429,0.114731021,6857,0.075251568,0.201837538,0.096689514,0.254338632,0.074668222,0.157211609,0.105877206,0.034125711,27.3,0.696,0.173,0.058,0.314,0.345
W02000108,7062,0.043330501,0.079156046,0.080996885,0.168649108,0.310252053,0.126593033,4856,0.075782537,0.206960461,0.123764415,0.228583196,0.070634267,0.155477759,0.103995058,0.034802306,27.5,0.62,0.18,0.066,0.324,0.34
W02000109,5309,0.053305707,0.082313053,0.105857977,0.220380486,0.252401582,0.12657751,3557,0.063255552,0.201012089,0.132696092,0.120044982,0.084059601,0.194827101,0.136069722,0.068034861,37.4,0.918,0.004,0.003,0.072,0.493
W02000110,7035,0.053162758,0.09068941,0.090831557,0.209808102,0.300355366,0.104335466,4783,0.071294167,0.222872674,0.114572444,0.251933933,0.068576207,0.1484424,0.090110809,0.032197366,30.4,0.728,0.204,0.066,0.32,0.402
W02000111,8430,0.049466192,0.083036773,0.090628707,0.204863582,0.308778173,0.108303677,5831,0.08729206,0.236837592,0.101869319,0.243525982,0.077173727,0.137197736,0.086606071,0.029497513,26.7,0.726,0.163,0.033,0.281,0.332
W02000113,8250,0.053939394,0.101454545,0.114424242,0.239393939,0.25369697,0.102787879,5346,0.08305275,0.24822297,0.130751964,0.106808829,0.084175084,0.182192293,0.124205013,0.040591096,40.2,0.985,0.001,0.007,0.121,0.581
W02000114,6942,0.038893691,0.086574474,0.076923077,0.17747047,0.334341688,0.108758283,4786,0.140618471,0.292310907,0.1109486,0.177601337,0.064145424,0.104471375,0.078771417,0.03113247,30.7,0.699,0.201,0.044,0.271,0.4
W02000116,7660,0.053263708,0.09464752,0.094778068,0.225587467,0.295822454,0.092167102,5179,0.125506855,0.275149643,0.119714231,0.156014675,0.069318401,0.13728519,0.086503186,0.03050782,32.6,0.872,0.056,0.025,0.219,0.478
W02000117,9998,0.019103821,0.027605521,0.591918384,0.160232046,0.101920384,0.050010002,3024,0.170304233,0.26521164,0.111441799,0.086970899,0.071759259,0.142526455,0.097222222,0.054563492,46.8,0.941,0.052,0.004,0.051,0.667
W02000118,7761,0.04947816,0.070609458,0.307434609,0.214276511,0.190825924,0.069320964,3985,0.10966123,0.223086575,0.11468005,0.101129235,0.08531995,0.192973651,0.125972396,0.047176913,40.4,0.961,0.01,0.006,0.169,0.668
W02000120,7344,0.045615468,0.080201525,0.087009804,0.203295207,0.309776688,0.111655773,5056,0.091969937,0.226068038,0.114912975,0.22369462,0.077531646,0.138844937,0.095925633,0.031052215,29.9,0.767,0.149,0.068,0.364,0.403
W02000122,6722,0.048943767,0.078696816,0.085242487,0.186105326,0.321779232,0.110978875,4652,0.090068788,0.220550301,0.099097163,0.265262253,0.072012038,0.128976784,0.091358555,0.032674119,21.8,0.69,0.244,0.09,0.471,0.274
W02000123,8345,0.049251049,0.078609946,0.150868784,0.197004194,0.277291791,0.095266627,5232,0.088302752,0.192278287,0.095183486,0.229166667,0.071674312,0.158448012,0.124617737,0.040328746,26.6,0.692,0.179,0.08,0.364,0.337
W02000124,8866,0.053462666,0.080645161,0.09575908,0.201443718,0.281863298,0.126212497,5925,0.0707173,0.204388186,0.099578059,0.195611814,0.077130802,0.177383966,0.119662447,0.055527426,36,0.899,0.057,0.038,0.174,0.499
W02000125,7504,0.046641791,0.077558635,0.092217484,0.182036247,0.323827292,0.1108742,5148,0.077311577,0.22008547,0.094794095,0.241841492,0.072455322,0.157536908,0.10003885,0.035936286,25.8,0.695,0.197,0.066,0.419,0.34
W02000126,8190,0.04981685,0.087179487,0.085958486,0.189377289,0.325152625,0.097313797,5667,0.070054703,0.214046233,0.095112052,0.281806953,0.06811364,0.139932945,0.098111876,0.032821599,28.3,0.714,0.167,0.062,0.393,0.408
W02000127,9751,0.055173828,0.084299046,0.095067173,0.196902882,0.287457697,0.119577479,6567,0.067306228,0.210141617,0.09578194,0.20344145,0.077356479,0.17618395,0.122887163,0.046901173,36.9,0.85,0.069,0.026,0.177,0.517
W02000128,7534,0.046057871,0.092912132,0.097292275,0.217812583,0.29227502,0.09357579,5269,0.077813627,0.253368761,0.104573923,0.216929209,0.072689315,0.140064528,0.09679256,0.037768077,33.3,0.687,0.208,0.066,0.306,0.511
W02000129,6741,0.041981902,0.097314938,0.086485685,0.201305444,0.304999258,0.100281857,4591,0.097364409,0.239163581,0.115443259,0.229361795,0.06708778,0.136571553,0.085820083,0.029187541,32.6,0.672,0.25,0.067,0.31,0.514
W02000130,6952,0.075517837,0.108745685,0.141542002,0.272583429,0.228135788,0.066887227,4634,0.066681053,0.198532585,0.117393181,0.090418645,0.099697885,0.208243418,0.149331032,0.069702201,43.7,0.984,0.004,0.004,0.054,0.662
W02000131,6958,0.062805404,0.09586088,0.1063524,0.242598448,0.259701064,0.102328255,4635,0.068824164,0.211866235,0.135490831,0.090399137,0.097518878,0.204099245,0.140237325,0.051564186,43.6,0.981,0.004,0.004,0.097,0.685
W02000132,6438,0.042870457,0.088847468,0.099254427,0.197266232,0.309723517,0.113233924,4348,0.091076357,0.23850046,0.095906164,0.20400184,0.084866605,0.154093836,0.096596136,0.034958602,35.3,0.798,0.105,0.021,0.224,0.493
W02000133,8023,0.046117412,0.083759192,0.094478375,0.194067057,0.313723046,0.11068179,5518,0.082094962,0.229793403,0.112359551,0.192461037,0.084632113,0.157847046,0.104929322,0.035882566,35.9,0.726,0.198,0.039,0.22,0.534
W02000134,8531,0.052866018,0.095651155,0.09424452,0.219435002,0.295510491,0.084398078,5869,0.068325098,0.234963367,0.123019254,0.121996933,0.100698586,0.175498381,0.132901687,0.042596694,40.5,0.938,0.015,0.029,0.132,0.641
W02000135,6923,0.069767442,0.091001011,0.11555684,0.23255814,0.263469594,0.094034378,4660,0.046351931,0.188197425,0.113519313,0.077253219,0.120386266,0.213948498,0.178969957,0.061373391,41.1,0.989,0.006,0.004,0.089,0.638
W02000136,8540,0.043559719,0.084192037,0.09028103,0.17704918,0.299882904,0.129625293,5753,0.073005388,0.214496784,0.105162524,0.193290457,0.091952025,0.171215018,0.108986616,0.041891187,38.6,0.919,0.03,0.036,0.214,0.592
W02000137,6984,0.069444444,0.094644903,0.124713631,0.219072165,0.263888889,0.09521764,4620,0.031385281,0.158874459,0.095887446,0.085930736,0.115800866,0.231818182,0.198268398,0.082034632,40.6,0.991,0,0.003,0.096,0.625
W02000138,9753,0.067979083,0.104173075,0.130523941,0.240438839,0.252025018,0.072798113,6519,0.04249118,0.1575395,0.111980365,0.085902746,0.119957049,0.23423838,0.171345298,0.076545482,40.8,0.986,0.001,0.006,0.12,0.645
W02000139,7694,0.048479335,0.088510528,0.079932415,0.192877567,0.311281518,0.104626982,5314,0.084870154,0.233722243,0.128716598,0.157132104,0.10538201,0.15769665,0.101806549,0.030673692,42.6,0.901,0.05,0.027,0.189,0.671
W02000140,7021,0.066942031,0.101979775,0.114798462,0.222190571,0.270616721,0.086597351,4680,0.043162393,0.172435897,0.107478632,0.119871795,0.118162393,0.198931624,0.151709402,0.088247863,37.8,0.865,0.066,0.028,0.251,0.572
W02000141,6406,0.047299407,0.073993131,0.098501405,0.197158914,0.288011239,0.14189822,4288,0.07369403,0.224113806,0.096781716,0.167210821,0.10261194,0.173041045,0.124533582,0.03801306,41.2,0.964,0.018,0.013,0.108,0.579
W02000142,5658,0.059208201,0.088016967,0.100742312,0.212972782,0.285613291,0.096147048,3853,0.065922658,0.174150013,0.111341812,0.214637944,0.076044641,0.176745393,0.135997924,0.045159616,27.2,0.675,0.23,0.054,0.382,0.354
W02000143,5820,0.045360825,0.079209622,0.100515464,0.178178694,0.320103093,0.109621993,3973,0.081047068,0.200604078,0.08280896,0.26352882,0.07072741,0.15605336,0.102189781,0.043040524,23.4,0.576,0.293,0.085,0.417,0.277
W02000144,7713,0.046933748,0.087384935,0.100868663,0.195125113,0.304161805,0.096460521,5349,0.072536923,0.200411292,0.105440269,0.266404936,0.061693775,0.150869321,0.09665358,0.045989905,28.6,0.726,0.172,0.085,0.338,0.384
W02000145,7148,0.043788472,0.088276441,0.087716844,0.196558478,0.310016788,0.108282037,4882,0.105694388,0.229823843,0.104670217,0.229004506,0.055919705,0.134985662,0.096067186,0.043834494,24.4,0.618,0.273,0.096,0.367,0.285
W02000146,6606,0.043748108,0.094459582,0.0835604,0.190735695,0.330154405,0.089009991,4602,0.106692742,0.254671882,0.124293785,0.232507605,0.056062581,0.111690569,0.085397653,0.028683181,29.6,0.569,0.275,0.097,0.368,0.413
W02000147,8261,0.064520034,0.088488077,0.159302748,0.24028568,0.236291006,0.084735504,5058,0.08442072,0.258402531,0.130090945,0.160537762,0.06346382,0.156188217,0.106959272,0.039936734,36,0.872,0.096,0.041,0.228,0.54
W02000148,5142,0.064177363,0.095877091,0.117075068,0.250097238,0.261182419,0.096266044,3358,0.087849911,0.223645027,0.12983919,0.089338892,0.079213818,0.177486599,0.158427635,0.054198928,41.2,0.975,0.009,0.012,0.209,0.641
