Lower layer Super Output Areas Code,Lower layer Super Output Areas,Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E01000045,Barking and Dagenham 017C,4,4. Administrative and secretarial occupations,48
E01000045,Barking and Dagenham 017C,5,5. Skilled trades occupations,110
E01000045,Barking and Dagenham 017C,6,"6. Caring, leisure and other service occupations",88
E01000045,Barking and Dagenham 017C,7,7. Sales and customer service occupations,57
E01000045,Barking and Dagenham 017C,8,"8. Process, plant and machine operatives",83
E01000045,Barking and Dagenham 017C,9,9. Elementary occupations,125
E01000046,Barking and Dagenham 017D,-8,Does not apply,1097
E01000046,Barking and Dagenham 017D,1,"1. Managers, directors and senior officials",76
E01000046,Barking and Dagenham 017D,2,2. Professional occupations,123
E01000046,Barking and Dagenham 017D,3,3. Associate professional and technical occupations,64
E01000046,Barking and Dagenham 017D,4,4. Administrative and secretarial occupations,78
E01000046,Barking and Dagenham 017D,5,5. Skilled trades occupations,117
E01000046,Barking and Dagenham 017D,6,"6. Caring, leisure and other service occupations",115
E01000046,Barking and Dagenham 017D,7,7. Sales and customer service occupations,69
E01000046,Barking and Dagenham 017D,8,"8. Process, plant and machine operatives",74
E01000046,Barking and Dagenham 017D,9,9. Elementary occupations,141
E01000049,Barking and Dagenham 021C,-8,Does not apply,1294
E01000049,Barking and Dagenham 021C,1,"1. Managers, directors and senior officials",31
E01000049,Barking and Dagenham 021C,2,2. Professional occupations,80
E01000049,Barking and Dagenham 021C,3,3. Associate professional and technical occupations,59
E01000049,Barking and Dagenham 021C,4,4. Administrative and secretarial occupations,49
E01000049,Barking and Dagenham 021C,5,5. Skilled trades occupations,67
E01000049,Barking and Dagenham 021C,6,"6. Caring, leisure and other service occupations",123
E01000049,Barking and Dagenham 021C,7,7. Sales and customer service occupations,64
E01000049,Barking and Dagenham 021C,8,"8. Process, plant and machine operatives",74
E01000049,Barking and Dagenham 021C,9,9. Elementary occupations,132
E01000050,Barking and Dagenham 019C,-8,Does not apply,1023
E01000050,Barking and Dagenham 019C,1,"1. Managers, directors and senior officials",63
E01000050,Barking and Dagenham 019C,2,2. Professional occupations,152
E01000050,Barking and Dagenham 019C,3,3. Associate professional and technical occupations,83
E01000050,Barking and Dagenham 019C,4,4. Administrative and secretarial occupations,56
E01000050,Barking and Dagenham 019C,5,5. Skilled trades occupations,101
E01000050,Barking and Dagenham 019C,6,"6. Caring, leisure and other service occupations",61
E01000050,Barking and Dagenham 019C,7,7. Sales and customer service occupations,89
E01000050,Barking and Dagenham 019C,8,"8. Process, plant and machine operatives",62
E01000050,Barking and Dagenham 019C,9,9. Elementary occupations,149
E01000051,Barking and Dagenham 021D,-8,Does not apply,534
E01000051,Barking and Dagenham 021D,1,"1. Managers, directors and senior officials",58
E01000051,Barking and Dagenham 021D,2,2. Professional occupations,122
E01000051,Barking and Dagenham 021D,3,3. Associate professional and technical occupations,93
E01000051,Barking and Dagenham 021D,4,4. Administrative and secretarial occupations,39
E01000051,Barking and Dagenham 021D,5,5. Skilled trades occupations,37
E01000051,Barking and Dagenham 021D,6,"6. Caring, leisure and other service occupations",56
E01000051,Barking and Dagenham 021D,7,7. Sales and customer service occupations,38
E01000051,Barking and Dagenham 021D,8,"8. Process, plant and machine operatives",55
E01000051,Barking and Dagenham 021D,9,9. Elementary occupations,75
E01000052,Barking and Dagenham 019D,-8,Does not apply,1398
E01000052,Barking and Dagenham 019D,1,"1. Managers, directors and senior officials",72
E01000052,Barking and Dagenham 019D,2,2. Professional occupations,146
E01000052,Barking and Dagenham 019D,3,3. Associate professional and technical occupations,89
E01000052,Barking and Dagenham 019D,4,4. Administrative and secretarial occupations,83
E01000052,Barking and Dagenham 019D,5,5. Skilled trades occupations,114
E01000052,Barking and Dagenham 019D,6,"6. Caring, leisure and other service occupations",81
E01000052,Barking and Dagenham 019D,7,7. Sales and customer service occupations,109
E01000052,Barking and Dagenham 019D,8,"8. Process, plant and machine operatives",101
E01000052,Barking and Dagenham 019D,9,9. Elementary occupations,179
E01000053,Barking and Dagenham 020A,-8,Does not apply,927
E01000053,Barking and Dagenham 020A,1,"1. Managers, directors and senior officials",43
E01000053,Barking and Dagenham 020A,2,2. Professional occupations,79
E01000053,Barking and Dagenham 020A,3,3. Associate professional and technical occupations,63
E01000053,Barking and Dagenham 020A,4,4. Administrative and secretarial occupations,81
E01000053,Barking and Dagenham 020A,5,5. Skilled trades occupations,83
E01000053,Barking and Dagenham 020A,6,"6. Caring, leisure and other service occupations",98
E01000053,Barking and Dagenham 020A,7,7. Sales and customer service occupations,55
E01000053,Barking and Dagenham 020A,8,"8. Process, plant and machine operatives",67
E01000053,Barking and Dagenham 020A,9,9. Elementary occupations,120
E01000054,Barking and Dagenham 018A,-8,Does not apply,1050
E01000054,Barking and Dagenham 018A,1,"1. Managers, directors and senior officials",70
E01000054,Barking and Dagenham 018A,2,2. Professional occupations,108
E01000054,Barking and Dagenham 018A,3,3. Associate professional and technical occupations,72
E01000054,Barking and Dagenham 018A,4,4. Administrative and secretarial occupations,84
E01000054,Barking and Dagenham 018A,5,5. Skilled trades occupations,109
E01000054,Barking and Dagenham 018A,6,"6. Caring, leisure and other service occupations",114
E01000054,Barking and Dagenham 018A,7,7. Sales and customer service occupations,64
E01000054,Barking and Dagenham 018A,8,"8. Process, plant and machine operatives",88
E01000054,Barking and Dagenham 018A,9,9. Elementary occupations,114
E01000055,Barking and Dagenham 018B,-8,Does not apply,957
E01000055,Barking and Dagenham 018B,1,"1. Managers, directors and senior officials",59
E01000055,Barking and Dagenham 018B,2,2. Professional occupations,120
E01000055,Barking and Dagenham 018B,3,3. Associate professional and technical occupations,59
E01000055,Barking and Dagenham 018B,4,4. Administrative and secretarial occupations,70
E01000055,Barking and Dagenham 018B,5,5. Skilled trades occupations,87
E01000055,Barking and Dagenham 018B,6,"6. Caring, leisure and other service occupations",83
E01000055,Barking and Dagenham 018B,7,7. Sales and customer service occupations,52
E01000055,Barking and Dagenham 018B,8,"8. Process, plant and machine operatives",89
E01000055,Barking and Dagenham 018B,9,9. Elementary occupations,128
E01000056,Barking and Dagenham 018C,-8,Does not apply,996
E01000056,Barking and Dagenham 018C,1,"1. Managers, directors and senior officials",63
E01000056,Barking and Dagenham 018C,2,2. Professional occupations,99
E01000056,Barking and Dagenham 018C,3,3. Associate professional and technical occupations,71
E01000056,Barking and Dagenham 018C,4,4. Administrative and secretarial occupations,52
E01000056,Barking and Dagenham 018C,5,5. Skilled trades occupations,99
E01000056,Barking and Dagenham 018C,6,"6. Caring, leisure and other service occupations",98
E01000056,Barking and Dagenham 018C,7,7. Sales and customer service occupations,52
E01000056,Barking and Dagenham 018C,8,"8. Process, plant and machine operatives",67
E01000056,Barking and Dagenham 018C,9,9. Elementary occupations,106
E01000057,Barking and Dagenham 012A,-8,Does not apply,894
E01000057,Barking and Dagenham 012A,1,"1. Managers, directors and senior officials",53
E01000057,Barking and Dagenham 012A,2,2. Professional occupations,86
E01000057,Barking and Dagenham 012A,3,3. Associate professional and technical occupations,52
E01000057,Barking and Dagenham 012A,4,4. Administrative and secretarial occupations,51
E01000057,Barking and Dagenham 012A,5,5. Skilled trades occupations,85
E01000057,Barking and Dagenham 012A,6,"6. Caring, leisure and other service occupations",102
E01000057,Barking and Dagenham 012A,7,7. Sales and customer service occupations,66
E01000057,Barking and Dagenham 012A,8,"8. Process, plant and machine operatives",57
E01000057,Barking and Dagenham 012A,9,9. Elementary occupations,104
E01000058,Barking and Dagenham 018D,-8,Does not apply,1212
E01000058,Barking and Dagenham 018D,1,"1. Managers, directors and senior officials",92
E01000058,Barking and Dagenham 018D,2,2. Professional occupations,152
E01000058,Barking and Dagenham 018D,3,3. Associate professional and technical occupations,71
E01000058,Barking and Dagenham 018D,4,4. Administrative and secretarial occupations,72
E01000058,Barking and Dagenham 018D,5,5. Skilled trades occupations,117
E01000058,Barking and Dagenham 018D,6,"6. Caring, leisure and other service occupations",92
E01000058,Barking and Dagenham 018D,7,7. Sales and customer service occupations,72
E01000058,Barking and Dagenham 018D,8,"8. Process, plant and machine operatives",100
E01000058,Barking and Dagenham 018D,9,9. Elementary occupations,155
E01000059,Barking and Dagenham 013C,-8,Does not apply,926
E01000059,Barking and Dagenham 013C,1,"1. Managers, directors and senior officials",53
E01000059,Barking and Dagenham 013C,2,2. Professional occupations,94
E01000059,Barking and Dagenham 013C,3,3. Associate professional and technical occupations,74
E01000059,Barking and Dagenham 013C,4,4. Administrative and secretarial occupations,64
E01000059,Barking and Dagenham 013C,5,5. Skilled trades occupations,114
E01000059,Barking and Dagenham 013C,6,"6. Caring, leisure and other service occupations",110
E01000059,Barking and Dagenham 013C,7,7. Sales and customer service occupations,55
E01000059,Barking and Dagenham 013C,8,"8. Process, plant and machine operatives",82
E01000059,Barking and Dagenham 013C,9,9. Elementary occupations,137
E01000060,Barking and Dagenham 006B,-8,Does not apply,1310
E01000060,Barking and Dagenham 006B,1,"1. Managers, directors and senior officials",67
E01000060,Barking and Dagenham 006B,2,2. Professional occupations,118
E01000060,Barking and Dagenham 006B,3,3. Associate professional and technical occupations,72
E01000060,Barking and Dagenham 006B,4,4. Administrative and secretarial occupations,93
E01000060,Barking and Dagenham 006B,5,5. Skilled trades occupations,96
E01000060,Barking and Dagenham 006B,6,"6. Caring, leisure and other service occupations",128
E01000060,Barking and Dagenham 006B,7,7. Sales and customer service occupations,89
E01000060,Barking and Dagenham 006B,8,"8. Process, plant and machine operatives",68
E01000060,Barking and Dagenham 006B,9,9. Elementary occupations,139
E01000061,Barking and Dagenham 006C,-8,Does not apply,1166
E01000061,Barking and Dagenham 006C,1,"1. Managers, directors and senior officials",48
E01000061,Barking and Dagenham 006C,2,2. Professional occupations,139
E01000061,Barking and Dagenham 006C,3,3. Associate professional and technical occupations,76
E01000061,Barking and Dagenham 006C,4,4. Administrative and secretarial occupations,58
E01000061,Barking and Dagenham 006C,5,5. Skilled trades occupations,48
E01000061,Barking and Dagenham 006C,6,"6. Caring, leisure and other service occupations",116
E01000061,Barking and Dagenham 006C,7,7. Sales and customer service occupations,67
E01000061,Barking and Dagenham 006C,8,"8. Process, plant and machine operatives",66
E01000061,Barking and Dagenham 006C,9,9. Elementary occupations,134
E01000062,Barking and Dagenham 006D,-8,Does not apply,1195
E01000062,Barking and Dagenham 006D,1,"1. Managers, directors and senior officials",74
E01000062,Barking and Dagenham 006D,2,2. Professional occupations,170
E01000062,Barking and Dagenham 006D,3,3. Associate professional and technical occupations,115
E01000062,Barking and Dagenham 006D,4,4. Administrative and secretarial occupations,91
E01000062,Barking and Dagenham 006D,5,5. Skilled trades occupations,123
E01000062,Barking and Dagenham 006D,6,"6. Caring, leisure and other service occupations",119
E01000062,Barking and Dagenham 006D,7,7. Sales and customer service occupations,69
E01000062,Barking and Dagenham 006D,8,"8. Process, plant and machine operatives",105
E01000062,Barking and Dagenham 006D,9,9. Elementary occupations,158
E01000063,Barking and Dagenham 004A,-8,Does not apply,978
E01000063,Barking and Dagenham 004A,1,"1. Managers, directors and senior officials",71
E01000063,Barking and Dagenham 004A,2,2. Professional occupations,103
E01000063,Barking and Dagenham 004A,3,3. Associate professional and technical occupations,71
E01000063,Barking and Dagenham 004A,4,4. Administrative and secretarial occupations,72
E01000063,Barking and Dagenham 004A,5,5. Skilled trades occupations,92
E01000063,Barking and Dagenham 004A,6,"6. Caring, leisure and other service occupations",102
E01000063,Barking and Dagenham 004A,7,7. Sales and customer service occupations,91
