Lower layer Super Output Areas Code,Lower layer Super Output Areas,Age (5 categories) Code,Age (5 categories),Observation
E01000091,Barking and Dagenham 022A,4,Aged 35 to 49 years,465
E01000091,Barking and Dagenham 022A,5,Aged 50 years and over,462
E01000093,Barking and Dagenham 022B,1,Aged 15 years and under,480
E01000093,Barking and Dagenham 022B,2,Aged 16 to 24 years,211
E01000093,Barking and Dagenham 022B,3,Aged 25 to 34 years,283
E01000093,Barking and Dagenham 022B,4,Aged 35 to 49 years,448
E01000093,Barking and Dagenham 022B,5,Aged 50 years and over,386
E01000094,Barking and Dagenham 022C,1,Aged 15 years and under,763
E01000094,Barking and Dagenham 022C,2,Aged 16 to 24 years,265
E01000094,Barking and Dagenham 022C,3,Aged 25 to 34 years,454
E01000094,Barking and Dagenham 022C,4,Aged 35 to 49 years,624
E01000094,Barking and Dagenham 022C,5,Aged 50 years and over,355
E01000095,Barking and Dagenham 018E,1,Aged 15 years and under,740
E01000095,Barking and Dagenham 018E,2,Aged 16 to 24 years,208
E01000095,Barking and Dagenham 018E,3,Aged 25 to 34 years,414
E01000095,Barking and Dagenham 018E,4,Aged 35 to 49 years,467
E01000095,Barking and Dagenham 018E,5,Aged 50 years and over,420
E01000096,Barking and Dagenham 022D,1,Aged 15 years and under,553
E01000096,Barking and Dagenham 022D,2,Aged 16 to 24 years,247
E01000096,Barking and Dagenham 022D,3,Aged 25 to 34 years,189
E01000096,Barking and Dagenham 022D,4,Aged 35 to 49 years,380
E01000096,Barking and Dagenham 022D,5,Aged 50 years and over,292
E01000097,Barking and Dagenham 023C,1,Aged 15 years and under,482
E01000097,Barking and Dagenham 023C,2,Aged 16 to 24 years,217
E01000097,Barking and Dagenham 023C,3,Aged 25 to 34 years,267
E01000097,Barking and Dagenham 023C,4,Aged 35 to 49 years,444
E01000097,Barking and Dagenham 023C,5,Aged 50 years and over,521
E01000098,Barking and Dagenham 023D,1,Aged 15 years and under,535
E01000098,Barking and Dagenham 023D,2,Aged 16 to 24 years,223
E01000098,Barking and Dagenham 023D,3,Aged 25 to 34 years,233
E01000098,Barking and Dagenham 023D,4,Aged 35 to 49 years,469
E01000098,Barking and Dagenham 023D,5,Aged 50 years and over,476
E01000099,Barking and Dagenham 023E,1,Aged 15 years and under,757
E01000099,Barking and Dagenham 023E,2,Aged 16 to 24 years,306
E01000099,Barking and Dagenham 023E,3,Aged 25 to 34 years,438
E01000099,Barking and Dagenham 023E,4,Aged 35 to 49 years,715
E01000099,Barking and Dagenham 023E,5,Aged 50 years and over,562
E01000100,Barking and Dagenham 004B,1,Aged 15 years and under,531
E01000100,Barking and Dagenham 004B,2,Aged 16 to 24 years,234
E01000100,Barking and Dagenham 004B,3,Aged 25 to 34 years,249
E01000100,Barking and Dagenham 004B,4,Aged 35 to 49 years,436
E01000100,Barking and Dagenham 004B,5,Aged 50 years and over,493
E01000101,Barking and Dagenham 004C,1,Aged 15 years and under,403
E01000101,Barking and Dagenham 004C,2,Aged 16 to 24 years,199
E01000101,Barking and Dagenham 004C,3,Aged 25 to 34 years,238
E01000101,Barking and Dagenham 004C,4,Aged 35 to 49 years,380
E01000101,Barking and Dagenham 004C,5,Aged 50 years and over,480
E01000102,Barking and Dagenham 007G,1,Aged 15 years and under,488
E01000102,Barking and Dagenham 007G,2,Aged 16 to 24 years,189
E01000102,Barking and Dagenham 007G,3,Aged 25 to 34 years,226
E01000102,Barking and Dagenham 007G,4,Aged 35 to 49 years,430
E01000102,Barking and Dagenham 007G,5,Aged 50 years and over,451
E01000103,Barking and Dagenham 014A,1,Aged 15 years and under,456
E01000103,Barking and Dagenham 014A,2,Aged 16 to 24 years,233
E01000103,Barking and Dagenham 014A,3,Aged 25 to 34 years,276
E01000103,Barking and Dagenham 014A,4,Aged 35 to 49 years,364
E01000103,Barking and Dagenham 014A,5,Aged 50 years and over,445
E01000104,Barking and Dagenham 014B,1,Aged 15 years and under,527
E01000104,Barking and Dagenham 014B,2,Aged 16 to 24 years,212
E01000104,Barking and Dagenham 014B,3,Aged 25 to 34 years,306
E01000104,Barking and Dagenham 014B,4,Aged 35 to 49 years,392
E01000104,Barking and Dagenham 014B,5,Aged 50 years and over,481
E01000105,Barking and Dagenham 014C,1,Aged 15 years and under,587
E01000105,Barking and Dagenham 014C,2,Aged 16 to 24 years,220
E01000105,Barking and Dagenham 014C,3,Aged 25 to 34 years,340
E01000105,Barking and Dagenham 014C,4,Aged 35 to 49 years,592
E01000105,Barking and Dagenham 014C,5,Aged 50 years and over,595
E01000106,Barking and Dagenham 014D,1,Aged 15 years and under,630
E01000106,Barking and Dagenham 014D,2,Aged 16 to 24 years,214
E01000106,Barking and Dagenham 014D,3,Aged 25 to 34 years,359
E01000106,Barking and Dagenham 014D,4,Aged 35 to 49 years,452
E01000106,Barking and Dagenham 014D,5,Aged 50 years and over,552
E01000107,Barking and Dagenham 010C,1,Aged 15 years and under,416
E01000107,Barking and Dagenham 010C,2,Aged 16 to 24 years,202
E01000107,Barking and Dagenham 010C,3,Aged 25 to 34 years,228
E01000107,Barking and Dagenham 010C,4,Aged 35 to 49 years,372
E01000107,Barking and Dagenham 010C,5,Aged 50 years and over,568
E01000108,Barking and Dagenham 010D,1,Aged 15 years and under,485
E01000108,Barking and Dagenham 010D,2,Aged 16 to 24 years,217
E01000108,Barking and Dagenham 010D,3,Aged 25 to 34 years,308
E01000108,Barking and Dagenham 010D,4,Aged 35 to 49 years,400
E01000108,Barking and Dagenham 010D,5,Aged 50 years and over,504
E01000110,Barking and Dagenham 002C,1,Aged 15 years and under,348
E01000110,Barking and Dagenham 002C,2,Aged 16 to 24 years,176
E01000110,Barking and Dagenham 002C,3,Aged 25 to 34 years,237
E01000110,Barking and Dagenham 002C,4,Aged 35 to 49 years,332
E01000110,Barking and Dagenham 002C,5,Aged 50 years and over,482
E01000111,Barking and Dagenham 002D,1,Aged 15 years and under,541
E01000111,Barking and Dagenham 002D,2,Aged 16 to 24 years,254
E01000111,Barking and Dagenham 002D,3,Aged 25 to 34 years,345
E01000111,Barking and Dagenham 002D,4,Aged 35 to 49 years,396
E01000111,Barking and Dagenham 002D,5,Aged 50 years and over,621
E01000112,Barking and Dagenham 002E,1,Aged 15 years and under,466
E01000112,Barking and Dagenham 002E,2,Aged 16 to 24 years,203
E01000112,Barking and Dagenham 002E,3,Aged 25 to 34 years,373
E01000112,Barking and Dagenham 002E,4,Aged 35 to 49 years,449
E01000112,Barking and Dagenham 002E,5,Aged 50 years and over,482
E01000113,Barking and Dagenham 002F,1,Aged 15 years and under,474
E01000113,Barking and Dagenham 002F,2,Aged 16 to 24 years,253
E01000113,Barking and Dagenham 002F,3,Aged 25 to 34 years,322
E01000113,Barking and Dagenham 002F,4,Aged 35 to 49 years,459
E01000113,Barking and Dagenham 002F,5,Aged 50 years and over,487
E01000114,Barking and Dagenham 004E,1,Aged 15 years and under,715
E01000114,Barking and Dagenham 004E,2,Aged 16 to 24 years,277
E01000114,Barking and Dagenham 004E,3,Aged 25 to 34 years,306
E01000114,Barking and Dagenham 004E,4,Aged 35 to 49 years,596
E01000114,Barking and Dagenham 004E,5,Aged 50 years and over,524
E01000115,Barnet 009A,1,Aged 15 years and under,223
E01000115,Barnet 009A,2,Aged 16 to 24 years,139
E01000115,Barnet 009A,3,Aged 25 to 34 years,125
E01000115,Barnet 009A,4,Aged 35 to 49 years,248
E01000115,Barnet 009A,5,Aged 50 years and over,660
E01000116,Barnet 009B,1,Aged 15 years and under,384
E01000116,Barnet 009B,2,Aged 16 to 24 years,173
E01000116,Barnet 009B,3,Aged 25 to 34 years,135
E01000116,Barnet 009B,4,Aged 35 to 49 years,394
E01000116,Barnet 009B,5,Aged 50 years and over,659
E01000117,Barnet 010A,1,Aged 15 years and under,335
E01000117,Barnet 010A,2,Aged 16 to 24 years,143
E01000117,Barnet 010A,3,Aged 25 to 34 years,182
E01000117,Barnet 010A,4,Aged 35 to 49 years,358
E01000117,Barnet 010A,5,Aged 50 years and over,717
E01000118,Barnet 010B,1,Aged 15 years and under,405
E01000118,Barnet 010B,2,Aged 16 to 24 years,207
E01000118,Barnet 010B,3,Aged 25 to 34 years,215
E01000118,Barnet 010B,4,Aged 35 to 49 years,459
E01000118,Barnet 010B,5,Aged 50 years and over,762
E01000119,Barnet 009C,1,Aged 15 years and under,330
E01000119,Barnet 009C,2,Aged 16 to 24 years,163
E01000119,Barnet 009C,3,Aged 25 to 34 years,183
E01000119,Barnet 009C,4,Aged 35 to 49 years,370
E01000119,Barnet 009C,5,Aged 50 years and over,749
E01000120,Barnet 009D,1,Aged 15 years and under,271
E01000120,Barnet 009D,2,Aged 16 to 24 years,155
E01000120,Barnet 009D,3,Aged 25 to 34 years,143
E01000120,Barnet 009D,4,Aged 35 to 49 years,296
E01000120,Barnet 009D,5,Aged 50 years and over,630
E01000121,Barnet 010C,1,Aged 15 years and under,269
E01000121,Barnet 010C,2,Aged 16 to 24 years,207
E01000121,Barnet 010C,3,Aged 25 to 34 years,191
E01000121,Barnet 010C,4,Aged 35 to 49 years,279
E01000121,Barnet 010C,5,Aged 50 years and over,535
E01000122,Barnet 009E,1,Aged 15 years and under,308
E01000122,Barnet 009E,2,Aged 16 to 24 years,153
E01000122,Barnet 009E,3,Aged 25 to 34 years,127
E01000122,Barnet 009E,4,Aged 35 to 49 years,340
E01000122,Barnet 009E,5,Aged 50 years and over,584
E01000123,Barnet 010D,1,Aged 15 years and under,336
E01000123,Barnet 010D,2,Aged 16 to 24 years,120
E01000123,Barnet 010D,3,Aged 25 to 34 years,266
E01000123,Barnet 010D,4,Aged 35 to 49 years,453
E01000123,Barnet 010D,5,Aged 50 years and over,586
E01000124,Barnet 010E,1,Aged 15 years and under,401
E01000124,Barnet 010E,2,Aged 16 to 24 years,176
E01000124,Barnet 010E,3,Aged 25 to 34 years,274
E01000124,Barnet 010E,4,Aged 35 to 49 years,474
E01000124,Barnet 010E,5,Aged 50 years and over,542
E01000126,Barnet 026A,1,Aged 15 years and under,460
E01000126,Barnet 026A,2,Aged 16 to 24 years,336
E01000126,Barnet 026A,3,Aged 25 to 34 years,361
E01000126,Barnet 026A,4,Aged 35 to 49 years,518
E01000126,Barnet 026A,5,Aged 50 years and over,599
E01000127,Barnet 024B,1,Aged 15 years and under,361
E01000127,Barnet 024B,2,Aged 16 to 24 years,161
E01000127,Barnet 024B,3,Aged 25 to 34 years,195
E01000127,Barnet 024B,4,Aged 35 to 49 years,358
E01000127,Barnet 024B,5,Aged 50 years and over,482
E01000128,Barnet 024C,1,Aged 15 years and under,443
E01000128,Barnet 024C,2,Aged 16 to 24 years,254
E01000128,Barnet 024C,3,Aged 25 to 34 years,285
E01000128,Barnet 024C,4,Aged 35 to 49 years,473
E01000128,Barnet 024C,5,Aged 50 years and over,595
E01000129,Barnet 024D,1,Aged 15 years and under,341
E01000129,Barnet 024D,2,Aged 16 to 24 years,195
E01000129,Barnet 024D,3,Aged 25 to 34 years,231
E01000129,Barnet 024D,4,Aged 35 to 49 years,390
E01000129,Barnet 024D,5,Aged 50 years and over,447
E01000130,Barnet 021A,1,Aged 15 years and under,409
E01000130,Barnet 021A,2,Aged 16 to 24 years,219
E01000130,Barnet 021A,3,Aged 25 to 34 years,284
E01000130,Barnet 021A,4,Aged 35 to 49 years,521
E01000130,Barnet 021A,5,Aged 50 years and over,507
E01000131,Barnet 024E,1,Aged 15 years and under,420
E01000131,Barnet 024E,2,Aged 16 to 24 years,205
E01000131,Barnet 024E,3,Aged 25 to 34 years,378
E01000131,Barnet 024E,4,Aged 35 to 49 years,444
E01000131,Barnet 024E,5,Aged 50 years and over,574
E01000132,Barnet 021B,1,Aged 15 years and under,409
E01000132,Barnet 021B,2,Aged 16 to 24 years,197
E01000132,Barnet 021B,3,Aged 25 to 34 years,234
E01000132,Barnet 021B,4,Aged 35 to 49 years,344
E01000132,Barnet 021B,5,Aged 50 years and over,433
E01000133,Barnet 021C,1,Aged 15 years and under,369
E01000133,Barnet 021C,2,Aged 16 to 24 years,174
E01000133,Barnet 021C,3,Aged 25 to 34 years,231
E01000133,Barnet 021C,4,Aged 35 to 49 years,396
E01000133,Barnet 021C,5,Aged 50 years and over,476
E01000134,Barnet 024F,1,Aged 15 years and under,406
E01000134,Barnet 024F,2,Aged 16 to 24 years,252
E01000134,Barnet 024F,3,Aged 25 to 34 years,311
E01000134,Barnet 024F,4,Aged 35 to 49 years,386
E01000134,Barnet 024F,5,Aged 50 years and over,470
E01000135,Barnet 038A,1,Aged 15 years and under,312
E01000135,Barnet 038A,2,Aged 16 to 24 years,161
E01000135,Barnet 038A,3,Aged 25 to 34 years,232
E01000135,Barnet 038A,4,Aged 35 to 49 years,367
E01000135,Barnet 038A,5,Aged 50 years and over,628
E01000136,Barnet 038B,1,Aged 15 years and under,314
E01000136,Barnet 038B,2,Aged 16 to 24 years,110
E01000136,Barnet 038B,3,Aged 25 to 34 years,144
E01000136,Barnet 038B,4,Aged 35 to 49 years,299
E01000136,Barnet 038B,5,Aged 50 years and over,620
E01000137,Barnet 041A,1,Aged 15 years and under,411
E01000137,Barnet 041A,2,Aged 16 to 24 years,169
E01000137,Barnet 041A,3,Aged 25 to 34 years,259
E01000137,Barnet 041A,4,Aged 35 to 49 years,362
E01000137,Barnet 041A,5,Aged 50 years and over,457
E01000138,Barnet 040A,1,Aged 15 years and under,286
E01000138,Barnet 040A,2,Aged 16 to 24 years,152
E01000138,Barnet 040A,3,Aged 25 to 34 years,252
E01000138,Barnet 040A,4,Aged 35 to 49 years,385
E01000138,Barnet 040A,5,Aged 50 years and over,543
E01000139,Barnet 041B,1,Aged 15 years and under,239
E01000139,Barnet 041B,2,Aged 16 to 24 years,130
E01000139,Barnet 041B,3,Aged 25 to 34 years,230
E01000139,Barnet 041B,4,Aged 35 to 49 years,305
E01000139,Barnet 041B,5,Aged 50 years and over,484
E01000140,Barnet 041C,1,Aged 15 years and under,331
E01000140,Barnet 041C,2,Aged 16 to 24 years,191
E01000140,Barnet 041C,3,Aged 25 to 34 years,430
E01000140,Barnet 041C,4,Aged 35 to 49 years,473
E01000140,Barnet 041C,5,Aged 50 years and over,532
E01000141,Barnet 039A,1,Aged 15 years and under,298
E01000141,Barnet 039A,2,Aged 16 to 24 years,225
E01000141,Barnet 039A,3,Aged 25 to 34 years,351
E01000141,Barnet 039A,4,Aged 35 to 49 years,481
E01000141,Barnet 039A,5,Aged 50 years and over,507
E01000142,Barnet 040B,1,Aged 15 years and under,429
E01000142,Barnet 040B,2,Aged 16 to 24 years,217
E01000142,Barnet 040B,3,Aged 25 to 34 years,357
E01000142,Barnet 040B,4,Aged 35 to 49 years,571
E01000142,Barnet 040B,5,Aged 50 years and over,662
E01000143,Barnet 041D,1,Aged 15 years and under,358
E01000143,Barnet 041D,2,Aged 16 to 24 years,230
E01000143,Barnet 041D,3,Aged 25 to 34 years,323
E01000143,Barnet 041D,4,Aged 35 to 49 years,357
E01000143,Barnet 041D,5,Aged 50 years and over,403
E01000144,Barnet 038C,1,Aged 15 years and under,311
E01000144,Barnet 038C,2,Aged 16 to 24 years,149
E01000144,Barnet 038C,3,Aged 25 to 34 years,330
E01000144,Barnet 038C,4,Aged 35 to 49 years,444
E01000144,Barnet 038C,5,Aged 50 years and over,426
E01000145,Barnet 037A,1,Aged 15 years and under,433
E01000145,Barnet 037A,2,Aged 16 to 24 years,194
E01000145,Barnet 037A,3,Aged 25 to 34 years,206
E01000145,Barnet 037A,4,Aged 35 to 49 years,306
E01000145,Barnet 037A,5,Aged 50 years and over,476
E01000146,Barnet 038D,1,Aged 15 years and under,283
E01000146,Barnet 038D,2,Aged 16 to 24 years,218
E01000146,Barnet 038D,3,Aged 25 to 34 years,385
E01000146,Barnet 038D,4,Aged 35 to 49 years,488
E01000146,Barnet 038D,5,Aged 50 years and over,498
E01000147,Barnet 043F,1,Aged 15 years and under,303
E01000147,Barnet 043F,2,Aged 16 to 24 years,225
E01000147,Barnet 043F,3,Aged 25 to 34 years,342
E01000147,Barnet 043F,4,Aged 35 to 49 years,410
E01000147,Barnet 043F,5,Aged 50 years and over,633
E01000150,Barnet 036A,1,Aged 15 years and under,466
E01000150,Barnet 036A,2,Aged 16 to 24 years,243
E01000150,Barnet 036A,3,Aged 25 to 34 years,347
E01000150,Barnet 036A,4,Aged 35 to 49 years,512
E01000150,Barnet 036A,5,Aged 50 years and over,686
E01000151,Barnet 026B,1,Aged 15 years and under,515
E01000151,Barnet 026B,2,Aged 16 to 24 years,223
E01000151,Barnet 026B,3,Aged 25 to 34 years,246
E01000151,Barnet 026B,4,Aged 35 to 49 years,383
E01000151,Barnet 026B,5,Aged 50 years and over,354
E01000152,Barnet 026C,1,Aged 15 years and under,712
E01000152,Barnet 026C,2,Aged 16 to 24 years,281
E01000152,Barnet 026C,3,Aged 25 to 34 years,487
E01000152,Barnet 026C,4,Aged 35 to 49 years,705
E01000152,Barnet 026C,5,Aged 50 years and over,508
E01000153,Barnet 026D,1,Aged 15 years and under,440
E01000153,Barnet 026D,2,Aged 16 to 24 years,235
E01000153,Barnet 026D,3,Aged 25 to 34 years,259
E01000153,Barnet 026D,4,Aged 35 to 49 years,481
E01000153,Barnet 026D,5,Aged 50 years and over,516
E01000154,Barnet 026E,1,Aged 15 years and under,385
E01000154,Barnet 026E,2,Aged 16 to 24 years,229
E01000154,Barnet 026E,3,Aged 25 to 34 years,384
E01000154,Barnet 026E,4,Aged 35 to 49 years,468
E01000154,Barnet 026E,5,Aged 50 years and over,451
E01000156,Barnet 022A,1,Aged 15 years and under,495
E01000156,Barnet 022A,2,Aged 16 to 24 years,165
E01000156,Barnet 022A,3,Aged 25 to 34 years,244
E01000156,Barnet 022A,4,Aged 35 to 49 years,535
E01000156,Barnet 022A,5,Aged 50 years and over,586
E01000157,Barnet 022B,1,Aged 15 years and under,364
E01000157,Barnet 022B,2,Aged 16 to 24 years,117
E01000157,Barnet 022B,3,Aged 25 to 34 years,177
E01000157,Barnet 022B,4,Aged 35 to 49 years,464
E01000157,Barnet 022B,5,Aged 50 years and over,460
E01000158,Barnet 015A,1,Aged 15 years and under,302
E01000158,Barnet 015A,2,Aged 16 to 24 years,121
E01000158,Barnet 015A,3,Aged 25 to 34 years,204
E01000158,Barnet 015A,4,Aged 35 to 49 years,326
E01000158,Barnet 015A,5,Aged 50 years and over,511
E01000159,Barnet 015B,1,Aged 15 years and under,319
E01000159,Barnet 015B,2,Aged 16 to 24 years,190
E01000159,Barnet 015B,3,Aged 25 to 34 years,198
E01000159,Barnet 015B,4,Aged 35 to 49 years,380
E01000159,Barnet 015B,5,Aged 50 years and over,698
E01000160,Barnet 015C,1,Aged 15 years and under,377
E01000160,Barnet 015C,2,Aged 16 to 24 years,180
E01000160,Barnet 015C,3,Aged 25 to 34 years,317
E01000160,Barnet 015C,4,Aged 35 to 49 years,531
E01000160,Barnet 015C,5,Aged 50 years and over,549
E01000161,Barnet 015D,1,Aged 15 years and under,407
E01000161,Barnet 015D,2,Aged 16 to 24 years,185
E01000161,Barnet 015D,3,Aged 25 to 34 years,259
E01000161,Barnet 015D,4,Aged 35 to 49 years,537
E01000161,Barnet 015D,5,Aged 50 years and over,646
E01000162,Barnet 015E,1,Aged 15 years and under,289
E01000162,Barnet 015E,2,Aged 16 to 24 years,152
E01000162,Barnet 015E,3,Aged 25 to 34 years,211
E01000162,Barnet 015E,4,Aged 35 to 49 years,318
E01000162,Barnet 015E,5,Aged 50 years and over,679
E01000163,Barnet 022C,1,Aged 15 years and under,360
E01000163,Barnet 022C,2,Aged 16 to 24 years,155
E01000163,Barnet 022C,3,Aged 25 to 34 years,277
E01000163,Barnet 022C,4,Aged 35 to 49 years,469
E01000163,Barnet 022C,5,Aged 50 years and over,430
E01000164,Barnet 022D,1,Aged 15 years and under,370
E01000164,Barnet 022D,2,Aged 16 to 24 years,193
E01000164,Barnet 022D,3,Aged 25 to 34 years,238
E01000164,Barnet 022D,4,Aged 35 to 49 years,397
E01000164,Barnet 022D,5,Aged 50 years and over,514
E01000165,Barnet 022E,1,Aged 15 years and under,345
